sampleID	Occipital_Delta	Temporal_Delta	Frontal_Delta_	Parietal_Delta_	Frontal_Low_Alpha	Frontal_High_Alpha	Frontal_Theta	Frontal_Beta	Parietal_Theta	Parietal_Low_Alpha	Parietal_High_Alpha	Parietal_Beta	Temporal_Theta	Temporal_Low_Alpha	Temporal_High_Alpha	Temporal_Beta	Occipital_Theta	Occipital_Low_Alpha	Occipital_High_Alpha	Occipital_Beta	All_Chans_Beta	Frontal_Central_Low_Gamma	All_Chans_Delta	All_Chans_High_Alpha	All_Chans_High_Gamma	All_Chans_Low_Alpha	All_Chans_Low_Gamma	All_Chans_Theta	Frontal_Central_Beta	Frontal_Central_Delta	Frontal_Central_High_Alpha	Frontal_Central_High_Gamma	Frontal_Central_Low_Alpha	Occipital_High_Gamma	Frontal_Central_Theta	Frontal_High_Gamma	Frontal_Low_Gamma	Left_Lat_Frontal_Beta	Left_Lat_Frontal_Delta	Left_Lat_Frontal_High_Alpha	Left_Lat_Frontal_High_Gamma	Left_Lat_Frontal_Low_Alpha	Left_Lat_Frontal_Low_Gamma	Left_Lat_Frontal_Theta	Left_Parietal_Beta	Left_Parietal_Delta	Left_Parietal_High_Alpha	Left_Parietal_High_Gamma	Left_Parietal_Low_Alpha	Left_Parietal_Low_Gamma	Left_Parietal_Theta	Left_Temporal_Beta	Left_Temporal_Delta	Left_Temporal_High_Alpha	Right_Parietal_High_Gamma	Right_Parietal_Low_Alpha	Right_Parietal_Low_Gamma	Right_Parietal_Theta	Right_Temporal_Beta	Right_Temporal_Delta	Right_Temporal_High_Alpha	Right_Temporal_High_Gamma	Right_Temporal_Low_Alpha	Right_Temporal_Low_Gamma	Right_Temporal_Theta	Temporal_High_Gamma	Temporal_Low_Gamma	Occipital_Low_Gamma	Parietal_High_Gamma	Parietal_Low_Gamma	Right_Lat_Frontal_Beta	Right_Lat_Frontal_Delta	Right_Lat_Frontal_High_Alpha	Right_Lat_Frontal_High_Gamma	Right_Lat_Frontal_Low_Alpha	Right_Lat_Frontal_Low_Gamma	Right_Parietal_Beta	Right_Parietal_Delta	Right_Parietal_High_Alpha	Right_Lat_Frontal_Theta	Left_Temporal_High_Gamma	Left_Temporal_Low_Alpha	Left_Temporal_Low_Gamma	Left_Temporal_Theta
LCC1055_0	2.17131627	1.904178139	1.893350416	1.852713389	1.286876796	0.742361091	1.41147934	1.060060789	1.456812421	1.417415782	0.831020659	1.054277457	1.494246736	1.402460507	0.862713487	1.23192276	1.807862324	1.725623127	1.251071924	1.282350781	1.216154912	0.482566854	1.978733229	0.918580199	0.186448512	1.438610632	0.79821565	1.539029459	0.948307158	1.816663162	0.752159914	-0.535192686	1.310898273	0.241708672	1.401106002	-0.118134801	0.687545505	1.084736663	1.939261742	0.699136065	-0.025115104	1.247998886	0.738199659	1.38250861	1.074225744	1.803134568	0.806411939	-0.117342259	1.350744756	0.721805435	1.420246891	1.245416539	1.844992931	0.80592196	-0.297630855	1.475200791	0.651130837	1.490536959	1.217996239	1.956256491	0.912930051	0.1850462	1.439584997	0.822114855	1.54340883	0.220509894	0.843741964	0.757071532	-0.198197575	0.6879042	1.12765884	1.914689673	0.772522449	0.021232115	1.299190852	0.785331818	1.033368595	1.897207801	0.854309419	1.44816163	0.253295038	1.361863369	0.864342977	1.43880058
LCC1056_0	1.868215107	1.633671366	1.722242968	1.766311418	1.128430374	0.651556281	1.359923205	1.010315173	1.418391389	1.320469013	0.845311848	0.980394379	1.385587827	1.276191347	0.803263915	1.072157612	1.453782994	1.3717011	0.897839716	0.97262277	1.07482045	0.222445627	1.754899272	0.78698733	0.106981778	1.250100939	0.587071144	1.395935962	0.783344884	1.71453059	0.523628322	-0.560488388	1.032774251	-0.110866544	1.311190136	-0.090794354	0.520873849	1.073888667	1.801253638	0.679706928	0.022569545	1.203906162	0.623387773	1.464067586	1.003046171	1.722704573	0.84541953	-0.214068314	1.315161552	0.411803092	1.433078751	1.116575502	1.700661954	0.811793004	-0.41281961	1.325712394	0.367093432	1.403189878	1.022673801	1.554428795	0.794563962	-0.072228392	1.231088719	0.501303213	1.274562557	0.03022445	0.593023937	0.395293006	-0.302172203	0.390023353	1.107014656	1.635034964	0.726437905	0.043590094	1.131840026	0.611047838	0.956495794	1.805936529	0.84520414	1.281687024	0.113062001	1.3170475	0.668710887	1.47393065
LCC1057_0	1.973633301	1.597077827	1.64554034	1.74454549	1.338624181	0.798587087	1.371487561	1.010484911	1.588304412	1.599008072	0.94880575	0.955386611	1.424725981	1.440069257	0.86758474	1.265081162	1.750328766	1.804386591	1.130688783	1.148250037	1.128858386	0.170661921	1.738423162	0.911501056	0.481251701	1.521816793	0.774134584	1.512575866	0.646088897	1.607687528	0.699010167	-0.201203378	1.2822989	0.391329191	1.298525103	0.375480576	0.631398089	1.141789718	1.663941526	0.855510539	0.618934476	1.348769954	0.798704754	1.387844969	0.89864457	1.745122351	0.933278626	-0.011166656	1.598802297	0.358798064	1.550587525	1.128806405	1.619238109	0.882499525	-0.013118526	1.59921375	0.508083849	1.623005863	1.368653423	1.573725708	0.852139471	0.788442296	1.43145774	1.099022817	1.431435894	0.673870013	0.960041567	0.650992825	-0.012141494	0.43982412	1.095010623	1.662652266	0.82587501	0.368158088	1.37922616	0.704708164	1.005564491	1.743967862	0.96379685	1.419255052	0.517797618	1.448513333	0.754425027	1.417910769
LCC1057_52	1.834743481	1.453336895	1.473569174	1.429832055	1.156551621	0.752825822	1.099723796	0.890656161	1.162819996	1.37871387	0.933900584	0.752502482	1.169105136	1.305387819	0.942711445	1.480287084	1.477644315	1.685299183	1.241557664	1.009623121	1.075486822	0.024341099	1.561341133	0.935358267	0.559475111	1.357942563	0.673270311	1.215672544	0.643679473	1.494711989	0.732582235	-0.333791838	1.158568108	0.23952922	1.117706247	0.234143152	0.455209382	1.025993449	1.530326163	0.817317142	0.35115028	1.177521675	0.597650946	1.124458093	0.784377639	1.415848597	0.925447519	-0.139440602	1.373276839	0.181408255	1.166686302	1.656410561	1.516431974	0.955585978	-0.263339266	1.384083674	0.04920345	1.15891896	1.179160419	1.379491292	0.929443559	0.919811056	1.328430637	0.890533722	1.163402364	1.012733613	1.162476312	0.372432962	-0.196986499	0.120317153	0.919262783	1.382322431	0.699991762	0.386541668	1.132385829	0.548995275	0.718101212	1.443379281	0.942192255	1.053540884	1.089236069	1.281053553	1.328422118	1.174733995
LCC1060_0	2.010758448	1.57631975	1.643877748	1.629815843	0.844590219	0.209733097	1.21108356	0.652259836	1.295492119	1.053783708	0.386878407	0.759844778	1.223278016	0.89147721	0.2980845	0.774401247	1.551869394	1.268620005	0.691047459	0.956749264	0.836771145	0.004147574	1.731177588	0.402364625	0.080352597	1.001223113	0.446951021	1.310269692	0.479362881	1.559342893	0.115860568	-0.614566719	0.775036357	0.254147349	1.156042683	-0.16694111	0.245529557	0.65627294	1.695430957	0.23777864	-0.129253704	0.882857992	0.251821505	1.230078338	0.772690981	1.614339474	0.377070393	-0.418034196	1.060200058	0.281773849	1.308766724	0.732812481	1.579039021	0.267933434	-0.383589401	1.047271139	0.278029897	1.281798936	0.812353141	1.573583346	0.326277518	-0.006901039	0.891054791	0.350179557	1.246036334	-0.033988774	0.337703383	0.527538697	-0.400470402	0.279905907	0.772546932	1.665413437	0.26191788	0.024114673	0.86820218	0.39530122	0.74660698	1.644759626	0.396469801	1.242219805	-0.062879072	0.891899218	0.324858173	1.199260822
LCC1060_52	1.661960055	1.268672998	1.511387833	1.298450201	1.079347855	0.516051925	1.171583804	0.804216615	1.03847767	1.026922414	0.398570407	0.538389413	1.02267965	0.954610078	0.42776631	0.70893225	1.288717573	1.207229162	0.687624909	0.831021921	0.7533702	0.312739822	1.482881303	0.499912421	0.052011151	1.076086924	0.346317793	1.150542498	0.526271158	1.40193	0.353315671	-0.195640738	0.931551679	0.369792768	1.049563968	0.017186805	0.383019672	0.84383944	1.464387481	0.535306478	0.077061421	1.130855611	0.350813053	1.183672125	0.411302135	1.197336795	0.307329702	-0.746228216	0.958403422	-0.189817006	0.955485737	0.699389748	1.227024843	0.407303279	-0.009762359	1.086089788	0.518773471	1.108126052	0.71826958	1.306674336	0.447308397	-0.135313811	0.988607636	0.27784561	1.049690883	-0.242500797	0.197969527	0.37565566	-0.237639895	0.295336036	0.943206559	1.633720106	0.618890728	0.11046284	1.144752787	0.469694683	0.636583467	1.380411276	0.473930577	1.256773336	-0.385127443	0.917723343	0.10001517	0.993876361
LCC1061_0	1.816081795	1.455494473	1.520197795	1.568156032	0.983692287	0.36467691	1.230935623	0.726919851	1.357059284	1.14475746	0.468051016	0.749477361	1.224573887	1.100694021	0.489118609	0.914177856	1.480176795	1.360631124	0.787028641	0.96535814	0.840818567	0.381274678	1.611154924	0.509887896	0.178738644	1.118710305	0.579925742	1.326332287	0.586627485	1.561889397	0.34119477	-0.268406638	0.942177887	0.03779086	1.227635718	0.006990503	0.569791152	0.765410417	1.506746564	0.367314948	0.104510405	0.983009094	0.626386188	1.226404005	0.731261344	1.564316921	0.464542774	-0.217239141	1.188920627	0.38766674	1.362993011	0.881874869	1.503603619	0.489922084	-0.115355416	1.095589648	0.493050197	1.35104336	0.944243583	1.40138436	0.488313645	0.520626296	1.103417644	0.632844524	1.186048545	0.431144151	0.592279542	0.641158141	-0.163316416	0.443547127	0.800043223	1.488559542	0.384433184	0.092582223	1.022207423	0.653633851	0.766959984	1.571961503	0.471531145	1.238661942	0.318309671	1.097953211	0.54753155	1.25995845
LCC1061_52	1.543951565	1.2663685	1.402122992	1.432313956	1.196597339	0.736701595	1.100575221	0.803828936	1.218595092	1.342625739	0.884503267	0.942385923	1.056881668	1.291861899	0.856168768	0.902321641	1.127563067	1.233589812	0.783217436	0.887639584	0.900418126	0.087654996	1.452424568	0.810368063	0.079184307	1.272252088	0.31335883	1.154397581	0.81609599	1.566458729	0.843744804	-0.507755244	1.329932615	0.24420395	1.274740368	-0.14724163	0.176865529	0.715628599	1.288249305	0.609499268	-0.303969323	1.052872957	0.106592777	0.955153298	0.916327818	1.383281074	0.863523716	0.0789837	1.325427295	0.306076469	1.174257997	0.842888157	1.28178068	0.815384191	-0.094934635	1.359168974	0.291585554	1.258822171	0.95459206	1.250389186	0.893449922	0.319241657	1.337409188	0.359655064	1.070535386	0.192334106	0.285164399	0.390179406	0.000672929	0.298891448	0.866465661	1.289010253	0.725434551	0.123887954	1.161510776	0.302375065	0.966968623	1.476368254	0.904515885	0.998855911	0.012278238	1.240971986	0.195196616	1.042784721
LCC1062_0	1.912054495	1.272540005	1.417877946	1.54069528	0.996131716	0.342757131	1.167968333	0.726374535	1.404779466	1.268962058	0.489233487	0.846909098	1.107054645	0.997075391	0.338548074	0.777285541	1.66257373	1.544050313	0.909740525	1.116134576	0.87855869	0.117817459	1.564461164	0.508865262	0.195618986	1.194113261	0.544818604	1.346258124	0.669893435	1.511190931	0.403410885	-0.562379651	1.050438014	0.293819204	1.252371977	-0.003853867	0.344249678	0.825122016	1.389031557	0.336301276	0.259358349	0.961195565	0.531571235	1.130437138	0.794177667	1.507817929	0.41953116	-0.211520061	1.239919617	0.352934462	1.38593197	0.799014146	1.278775906	0.333679597	-0.186753437	1.296183491	0.460271418	1.422842926	0.754412291	1.266213258	0.343362579	0.054424176	1.023474316	0.412481013	1.116126194	0.158172807	0.46050981	0.66755787	-0.198960226	0.409910609	0.664218697	1.334107443	0.279708943	-0.054253778	0.971146782	0.282271315	0.893925595	1.571257923	0.549280674	1.106624541	0.24185403	0.968967335	0.503752042	1.09778956
LCC1062_52	1.818136786	1.420972554	1.50938398	1.616932435	1.229532299	0.605965472	1.274494786	0.718191567	1.540745355	1.498579133	0.812194528	0.851442667	1.302695104	1.305405928	0.679090336	0.830371814	1.521359035	1.49731689	1.028822136	1.094133857	0.86277888	0.131496071	1.586055003	0.753258794	0.052466623	1.37250179	0.365766802	1.408344457	0.703286397	1.528548818	0.642358958	-0.413227772	1.26988092	0.333780883	1.299387931	-0.284030868	0.197940367	0.680567717	1.475420916	0.537745785	-0.239383543	1.156485169	0.192095952	1.218771373	0.794195609	1.589498865	0.761614775	0.052833971	1.469695475	0.481485	1.527595352	0.773336793	1.32590536	0.565841394	-0.228061763	1.52566103	0.326244421	1.553508864	0.8807786	1.498920896	0.768832395	-0.26622847	1.403035462	0.265530759	1.382297863	-0.140482183	0.278764124	0.606224789	-0.065289101	0.410764526	0.766137326	1.522266048	0.630432791	-0.223694511	1.253793847	0.260609556	0.902014946	1.64273556	0.857493258	1.300383834	-0.04308836	1.179265336	0.29160615	1.205152055
LCC1064_0	1.894845396	1.449211358	1.626700369	1.572519513	1.240957659	0.885720802	1.214285745	1.489985259	1.233936261	1.397698343	0.868036982	1.180417689	1.10748951	1.255368261	0.831325679	1.344756117	1.625702218	1.564417247	1.159490977	1.316866678	1.507181131	0.800330407	1.632079766	0.944895494	0.863800518	1.329255614	1.220274067	1.279291988	1.067947317	1.468236213	0.673174271	-0.022598136	1.113126178	0.348021521	1.089237127	0.772080914	1.233609389	1.661969704	1.666281866	0.971332125	0.995552466	1.258091257	1.41286956	1.234736152	1.168265227	1.512345241	0.895349891	-0.01563981	1.443484556	0.756036189	1.233702732	1.362371608	1.439419725	0.819191522	-0.026907468	1.346509914	0.727282984	1.234169664	1.326395803	1.458787087	0.843130003	0.603736902	1.255825288	1.036242315	1.12092197	0.571465876	0.994511893	0.987684503	-0.021237098	0.7418975	1.545251964	1.709591967	0.953576456	0.839021828	1.32544059	1.282933755	1.192239337	1.62536185	0.838890391	1.294181052	0.536603015	1.254910754	0.948341256	1.093628297
LCC1064_52	1.917013369	1.541339896	1.661869257	1.558108148	1.29444076	0.947659548	1.280294433	1.507491536	1.275876691	1.528065942	1.135452553	1.190840962	1.209097895	1.365660564	1.0276483	1.323211696	1.599473501	1.772650062	1.405697831	1.377308934	1.388039202	0.535353443	1.714869092	1.09394176	0.394948303	1.451762551	0.923177608	1.339469925	1.07653787	1.610800439	0.79695809	-0.461749155	1.224729055	0.029922162	1.302337191	0.633768813	1.120155232	1.621753598	1.747515023	0.961373672	0.827803279	1.303846084	1.246462967	1.314821562	1.182033488	1.557137669	1.151726348	-0.395069558	1.556138667	0.593242433	1.276305861	1.378464937	1.580153862	1.060622897	-0.381225628	1.498052426	0.608174287	1.275447096	1.259889853	1.498713521	0.991962809	0.11542406	1.324372212	0.770159977	1.178025996	0.160079219	0.813120724	0.69377109	-0.388092433	0.60077253	1.630796001	1.6126935	1.048414217	0.766179476	1.346134946	1.267003104	1.199473365	1.559076464	1.11854513	1.217404519	0.200567911	1.403362161	0.852211691	1.238094393
LCC1065_0	1.529699243	1.215979399	1.370158166	1.228833607	0.892830978	0.547758662	0.954760848	1.144185247	0.923330433	1.058354568	0.634522756	0.736578351	0.89392649	0.942420372	0.602278821	0.953259529	1.177745054	1.301218493	0.825214002	0.90326143	1.026847983	0.251961316	1.373388651	0.641644067	0.357491178	1.037917965	0.653679907	0.987688167	0.69863022	1.271130738	0.391214623	-0.265478091	0.816070621	0.072723773	0.879655122	0.451742566	0.794523277	1.305353347	1.453186515	0.629028041	0.658670371	0.937399827	0.979903605	1.021853293	0.766795265	1.244819886	0.648767051	-0.246110617	1.066171047	0.31193549	0.921559194	0.979668922	1.227721792	0.616896368	-0.298523486	1.050394824	0.270001273	0.925094477	0.925139605	1.203910672	0.587152086	0.499786708	0.939635572	0.590912299	0.893630796	0.518188189	0.629396278	0.405852277	-0.27152685	0.291474316	1.220535728	1.367200898	0.58790911	0.530145972	0.915644487	0.866723267	0.704100764	1.212236314	0.619795378	0.951163779	0.535841572	0.945187428	0.664745946	0.894221983
LCC1065_52	1.817275552	1.434056731	1.659225355	1.49857797	1.19924633	0.951192145	1.236138382	1.362189817	1.175728394	1.40141187	1.093915893	0.992340578	1.092957752	1.180586042	0.960520649	1.138432525	1.396026204	1.618447385	1.200496403	1.155538644	1.205045429	0.482556921	1.597707926	1.0056816	0.467932497	1.320441219	0.753175063	1.206146741	1.065168642	1.722395144	0.920195512	-0.163694043	1.223930254	0.341898871	1.309787048	0.475834724	0.918273349	1.588928586	1.678681282	1.05647994	0.771792369	1.253383252	1.166609338	1.254769855	0.959388244	1.53049968	1.194549136	-0.305658154	1.528430549	0.309008868	1.218813365	1.131475127	1.469264642	1.028292363	0.129388593	1.221130601	0.516854741	1.12789356	1.145280221	1.395740719	0.88018187	0.753213693	1.107357254	0.776573854	1.037367335	0.670316706	0.756590071	0.587672435	-0.035795768	0.425248856	1.270580702	1.561020373	0.851306614	0.375593789	1.107065711	0.853702092	1.022968003	1.464122466	0.962699952	1.123393266	0.567772783	1.243230565	0.735642207	1.142233193
LCC1066_0	2.071260766	1.566011746	1.62679751	1.646520606	1.048462846	0.598574157	1.251730515	0.782220003	1.280540757	1.298052269	0.632594065	0.816163867	1.25897491	1.152755267	0.643001059	0.880713785	1.562009567	1.345691009	0.841748763	1.010342222	0.963363133	0.097653465	1.757930487	0.686218495	0.406910841	1.223295727	0.612040321	1.344818307	0.714951657	1.619604918	0.565152142	-0.49478816	0.928477893	0.261616655	1.239646327	-0.165667871	0.263014835	0.812915197	1.599440227	0.603119024	-0.00072728	1.102882643	0.341208401	1.247514065	0.711000424	1.519983197	0.538277452	-0.19440403	1.211369515	0.341845469	1.190896281	0.958865835	1.553816069	0.645681402	-0.176793575	1.370279042	0.373609761	1.354809894	0.785343008	1.577874283	0.64030407	-0.179659507	1.11841373	0.306497127	1.228374293	0.211051486	0.490660264	0.543042467	-0.185509547	0.358017955	0.811707529	1.65920456	0.625332263	-0.13655235	1.092963663	0.311993599	0.900761529	1.744387005	0.710037733	1.26755244	0.413345256	1.184579137	0.619579369	1.287560587
LCC1066_52	2.130272413	1.83536531	2.069694683	1.93987763	1.298774404	1.030488129	1.505770407	1.487948591	1.363233184	1.216935417	0.959095405	1.29000552	1.412878649	1.334189652	1.016895406	1.470047221	1.283264146	1.160780565	0.941908358	1.144424177	1.518521709	0.759513886	2.054576233	1.078822629	0.92717161	1.331276617	1.17830335	1.473916123	1.371280303	2.102771713	0.997296293	0.268043618	1.315907038	0.532551645	1.595421059	0.501618333	1.000471049	1.614842545	1.995267846	1.063425223	0.615016738	1.279566993	1.137084515	1.48765078	1.227645818	1.810664272	0.911110861	0.405934246	1.232300214	0.798914831	1.394771256	1.40456066	1.860851879	0.894909153	0.784728044	1.201007032	1.063582866	1.329224244	1.526940766	1.808289302	1.112024246	1.103797269	1.378273201	1.264551699	1.308747371	0.970519458	1.159553781	0.776135226	0.635383099	0.951106135	1.440368542	2.102456671	1.028219117	0.549909964	1.300086226	1.024202704	1.344525074	2.039332365	1.002301769	1.415103916	0.777253744	1.285120525	1.020791208	1.496808215
LCC1067_0	1.891408003	1.591941696	1.69486695	1.684025276	1.259315181	0.551382295	1.519231088	1.0402085	1.58169048	1.467431356	0.68185301	0.970331898	1.534152921	1.332207477	0.548131234	0.920309628	1.704936896	1.598213653	0.845752148	1.009413504	1.019693133	0.321703872	1.713146054	0.624861397	0.066279744	1.376710177	0.514631765	1.566099486	0.944144728	1.851645801	0.634532081	-0.588526845	1.365333239	-0.185684272	1.646733519	0.080369373	0.585011712	1.204333226	1.665732455	0.55359658	0.427744915	1.212503003	0.848249331	1.467461734	0.977815175	1.64825671	0.675972577	-0.645638197	1.465899617	0.262145156	1.570283266	0.920344148	1.528143425	0.523459243	-0.674800559	1.468957712	0.240292662	1.592805723	0.920275105	1.647557183	0.571476651	-0.220455064	1.376538823	0.278077888	1.605429152	-0.249896666	0.309227529	0.391960445	-0.659974646	0.251356339	0.908974198	1.49429388	0.445627814	-0.171111991	1.176132796	0.378321191	0.962717414	1.717070786	0.687654883	1.406367285	-0.281480255	1.282831075	0.338291716	1.448837021
LCC1067_52	1.924309742	1.58224425	1.795461985	1.598937077	1.197773405	0.819450869	1.37112527	1.103610738	1.253741219	1.286724382	0.902657274	1.032145955	1.251237042	1.212384553	0.841655463	1.069503801	1.550674379	1.601168937	1.128439092	1.210951578	1.12656822	0.62845916	1.726693934	0.88733664	0.58490531	1.287680734	0.841534654	1.340955909	1.082191846	1.999433958	0.930317171	-0.10542105	1.342268389	0.536154557	1.568562542	0.311814292	0.791150861	1.059854238	1.61770051	0.741159518	0.387062394	1.089172697	0.778337524	1.202636341	1.028250861	1.606745701	0.888988568	0.081969778	1.274245851	0.735286507	1.27149182	1.069432793	1.600578634	0.848962078	0.103942194	1.298854361	0.684577987	1.235234079	1.069574798	1.563101605	0.834223813	0.470236785	1.211578826	0.813123252	1.233405766	0.347952624	0.748738604	0.90839523	0.093094928	0.710671922	1.162023902	1.662597869	0.761029643	0.466603706	1.115017439	0.918746866	1.036006425	1.590985478	0.915908875	1.243859526	0.177122328	1.213188788	0.673119149	1.268364984
LCC1068_0	2.364929701	1.815654968	1.741443761	1.885826379	1.349571908	0.609722511	1.528318065	0.888250643	1.676740469	1.529432952	0.70947806	0.860640867	1.666838215	1.562729895	0.737897625	0.991281345	1.940357668	1.725659151	1.136011775	1.215623316	1.010705384	0.193912116	1.943292285	0.762325732	0.042312172	1.506659496	0.515989885	1.686223822	0.747366251	1.70280257	0.512147619	-0.568678324	1.307583151	0.142931483	1.482198494	-0.150722163	0.397405752	0.865893037	1.750903819	0.621001975	-0.008074199	1.347806675	0.448015365	1.560586933	0.900873193	1.887602404	0.708429849	-0.327471379	1.526420144	0.35762376	1.662887425	1.048299117	1.848690251	0.726079137	-0.45103102	1.532425004	0.243550006	1.690165257	0.925630066	1.779898385	0.749402997	-0.200253294	1.602356799	0.374324034	1.662721839	-0.023502811	0.502524366	0.620791294	-0.384871749	0.304321557	1.011192056	1.768021823	0.679727731	-0.061102871	1.389466587	0.494490644	0.816297396	1.88404306	0.710523746	1.538456058	0.101765163	1.519120878	0.601379643	1.670915941
LCC1069_0	2.043217307	1.59240385	1.742097676	1.638140977	1.267222495	0.746514733	1.365458593	1.233135857	1.384484072	1.467510065	0.855406552	0.942468696	1.321058522	1.407439435	0.831643074	1.222069262	1.655476417	1.561838487	1.035033883	1.08594776	1.199400185	0.354202036	1.763793781	0.844094937	0.35942987	1.409612956	0.822707787	1.419796852	0.879939388	1.854174402	0.667678236	-0.568872844	1.297651173	-0.00337015	1.459849884	0.333135061	0.836827121	1.301892578	1.654610287	0.757214818	0.361342719	1.249566889	0.896955024	1.307765074	0.95694642	1.631074319	0.867818058	-0.374027304	1.485395158	0.381167876	1.388938372	1.367478139	1.595732003	0.86248203	-0.464424759	1.448856675	0.367983818	1.379983614	1.001893932	1.589049996	0.798445731	0.008412691	1.318889048	0.536299822	1.304930121	0.530876496	0.916576092	0.518809283	-0.416878261	0.374625874	1.374602272	1.690524687	0.8038236	0.590233051	1.252766071	1.019348065	0.927491646	1.645094488	0.842629882	1.310743482	0.761252151	1.480956841	1.116165558	1.336609348
LCC1069_52	1.685791858	1.315401631	1.519028576	1.422001734	1.141765346	0.716846648	1.123797667	1.0433751	1.091439986	1.314874555	0.874565796	0.910776152	1.010880025	1.177619098	0.784302788	1.072834371	1.27274327	1.457099575	1.003612209	0.971897971	1.056060248	0.289371865	1.512616506	0.84070058	0.078890865	1.277916819	0.585336863	1.126795111	0.874974603	1.67395195	0.738928131	-0.585965631	1.211621398	-0.172595618	1.252218706	0.089174081	0.611763271	1.06035351	1.447992464	0.717635878	0.134486188	1.122324969	0.647023218	1.048021656	0.910479588	1.362917951	0.828315441	-0.373414707	1.260303069	0.351430862	1.064642818	1.007504235	1.299724117	0.731615202	-0.455259224	1.363347969	0.334938763	1.11667935	1.129609866	1.330532869	0.831284436	0.112193531	1.209100968	0.681981276	1.019766778	0.110778168	0.620942548	0.332527818	-0.412411821	0.343263093	1.151111995	1.377715081	0.6927478	0.314159295	1.080918958	0.769951499	0.911072512	1.474001568	0.916361319	1.035508887	0.109358177	1.143675507	0.549899846	1.001807622
LCC1071_0	1.978296903	1.574523361	1.626084635	1.710336085	0.978742133	0.525047868	1.276238163	1.160067508	1.424259347	1.189236587	0.625051061	0.998451575	1.254308603	1.032340227	0.61491816	1.394441145	1.573247762	1.331106022	0.810029515	1.047430814	1.191911353	0.527953226	1.719649488	0.620149019	0.657261134	1.118560317	0.960063149	1.379488011	0.701819688	1.613252415	0.386487338	0.123846682	0.880770564	0.276451897	1.241984726	0.526805207	0.967033728	1.3376249	1.594819789	0.580571008	0.712208423	0.997085224	1.154390496	1.259926765	0.923669557	1.753430195	0.658554539	0.177988826	1.257411562	0.666037871	1.457695564	1.164461604	1.611797381	0.550603547	0.377581805	1.108330024	0.818329314	1.388032545	1.544007741	1.533747322	0.670925452	1.038628256	1.032820972	1.284806706	1.223752081	0.93241109	1.154024328	0.739100192	0.289151919	0.748825059	1.219551026	1.666914264	0.58072432	0.557034822	1.042755075	1.007134908	1.06222855	1.662489982	0.588745281	1.32261746	0.791502986	1.031858949	0.966004474	1.282855798
LCC1071_52	1.783202075	1.573767841	1.684913842	1.589082786	1.259341081	0.845249635	1.392356858	1.254298914	1.367231561	1.361725454	0.903858552	1.00285075	1.331847686	1.290777301	0.962282354	1.849812517	1.421855493	1.358087988	0.935460524	1.093588077	1.484914724	0.448000519	1.687141293	0.923616645	0.848513891	1.322016105	1.132386876	1.396174896	0.975169293	1.726702917	0.8263097	-0.104815751	1.270528691	0.532637063	1.436316651	0.477934502	0.866655679	1.346854239	1.690757024	0.872358117	0.671250311	1.27067654	0.998963787	1.408358562	0.998279581	1.609810506	0.902433967	0.062763275	1.352953766	0.536130019	1.366377648	1.87597016	1.59418641	0.95840957	0.061682803	1.370323476	0.565394524	1.368083798	1.821977846	1.552341718	0.966120909	1.232109214	1.29135541	1.564187155	1.306725332	1.270593878	1.555318668	0.643387762	0.062223375	0.55100872	1.346531975	1.632077986	0.835706005	0.549060111	1.235902166	0.967880287	1.007374306	1.567315987	0.90527848	1.324803315	1.305944125	1.290198421	1.546265301	1.355595929
LCC1072_0	1.861192949	1.540887953	1.668262665	1.668262199	1.147975378	0.73213434	1.233731143	0.948020627	1.348988688	1.466552155	1.029162614	0.98173466	1.254355752	1.262707612	0.838756598	0.959942995	1.433854273	1.548932135	1.106614016	0.982239347	0.963061897	0.180212387	1.697253508	0.882822797	0.04034743	1.323908652	0.49569002	1.307257374	0.72592502	1.664972136	0.748394342	-0.608688128	1.179130656	-0.006851938	1.238360467	-0.023318648	0.524864677	0.885073885	1.694567919	0.666097497	-0.171388228	1.129257185	0.452668717	1.249826097	0.96717355	1.657450015	1.042408742	-0.321667687	1.472633106	0.389423651	1.360014414	0.914797468	1.525707149	0.824712583	-0.258388093	1.460384848	0.462156514	1.337675737	1.000834341	1.555555985	0.852360655	0.191916116	1.240439167	0.580001133	1.234108046	0.161160021	0.524309594	0.440496246	-0.288876376	0.427310911	1.134204528	1.6437432	0.774674258	0.283985998	1.133765997	0.755552885	0.995823358	1.678811728	1.01549973	1.212152847	0.128058683	1.283889718	0.460411181	1.273701369
